hook date,unhook date,floor,wall_id,room_id,painting name,artist,date,image id,information,height,width,frame left distance,painting left distance,painting right distance,frame right distance,frame ground distance,painting ground distance,Type,Description (fr),NMFA Source,External source,Inventory number,Acquisition,Inscriptions/marks (fr),Inscriptions/marks (en),Bibliography,Notes,Photographer,Location represented
2019-02-13,,0,W0_223,Room_14,Quai des orfèvres à Paris,Marie-Louise Siméon,Before 1937,0_0300,available,0.465,0.54,0.37,0.42,0.89,0.93,1.71,1.74,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/65-2-94-quai-des-orfevres-a-paris-55764b21-5a1f-4c17-a29a-bafc1a82e8a9,,65.2.94,1965.2 Legs Galilée,"Signature
en bas à droite
marie/louise Siméon
Tampon
au verso sur le châssis
Lefevre-Foinet
Tampon
au verso sur la toile
dans un ovale
LEFEVRE - FOINET
Numéro
au verso sur le châssis
en rouge
8","Signature
lower right
marie/louise Siméon
Stamp
on verso on stretcher
Lefevre-Foinet
Stamp
on verso on canvas
in an oval
LEFEVRE - FOINET
Number
on verso on stretcher
in red
8","Pierre Kayser, La donation Henri Galilée au Musée des Beaux-Arts de Nancy, Mémoire de maîtrise, Nancy, Université de Nancy II, 1990-1993.
n°94",,Cliché Ville de Nancy,Seine
2019-02-13,,0,W0_223,Room_14,Cathédrale de Rouen,Pierre Dumont,Circa 1925,0_0301,available,0.89,0.73,1.15,1.22,1.84,1.9,1.1,1.15,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/65-2-31-cathedrale-de-rouen-a5bbb3bc-1f15-4541-8379-720194051772,,65.2.31,1965.2 Legs Galilée,"Signature
en bas à gauche
Pierre Dumont
Cartel
sur le cadre
à gauche
PIERRE DUMONT (1884-1936)
Cartel
sur le cadre
à droite
LA CATHEDRALE DE ROUEN
Numéro
au verso sur la toile
craie blanche
52
Numéro
sur le châssis
à la craie grasse bleue
7
Inscription
sur le cadre
à la craie grasse
P 10 65
Numéro
sur le cadre
chiffre entouré
6","Signature
lower left
Pierre Dumont
Cartel
on frame
at left
PIERRE DUMONT (1884-1936)
Cartel
on frame
on the right
THE CATHEDRAL OF ROUEN
Number
verso on canvas
white chalk
52
Number
on stretcher
in blue chalk
7
Inscription
on the frame
with chalk
P 10 65
Number
on frame
circled number
6","Pierre Kayser, La donation Henri Galilée au Musée des Beaux-Arts de Nancy, Mémoire de maîtrise, Nancy, Université de Nancy II, 1990-1993.
n°31",,Cliché Ville de Nancy,Rouen
2019-02-13,,0,W0_223,Room_14,Vannes vue de Langles,Jean Frélaut,1922,0_0302,available,0.845,1.035,2.28,2.41,3.28,3.36,1.59,1.64,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/65-2-41-vannes-vue-de-langles-ae72109e-4597-4836-a9c5-cdcf788a8cc9,,65.2.41,1965.2 Legs Galilée,"Signature et date
en bas à gauche
J. Frelaut 1922
Cartel
sur le cadre
en plastique
à gauche : Jean FRELAUT (1879 - 1954) et à droite : PAYSAGE BRETON (1922)
Cachet
au verso sur la toile
TOILES & COULEURS FINES/ PAUL FOINET FILS/en partie effacé
Mention
au verso sur le châssis
Craie rouge
salon aut [...]
Numéro
au verso sur le cadre
au crayon gras bleu
2770","Signature and date
lower left
J. Frelaut 1922
Cartel
on plastic
plastic frame
left: Jean FRELAUT (1879 - 1954) and right: PAYSAGE BRETON (1922)
Stamp
on verso on canvas
TOILES & COULEURS FINES/ PAUL FOINET FILS/ partly erased
Mention
on verso on stretcher
Red chalk
salon aut [...]
Number
on verso on frame
in blue grease pencil
2770","Pierre Kayser, La donation Henri Galilée au Musée des Beaux-Arts de Nancy, Mémoire de maîtrise, Nancy, Université de Nancy II, 1990-1993.
n°41",,"Cliché Gilbert Mangin © ADAGP, Paris, 2021",Bretagne
2019-02-13,,0,W0_223,Room_14,Port de Cassis,André Fraye,1920,0_0303,available,0.78,0.94,4.77,4.82,5.6,5.7,1.59,1.65,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/65-2-40-port-de-cassis-b01199e0-1b73-43a5-8c99-075a407a160e,,65.2.40,1965.2 Legs Galilée,"Signature
en bas à gauche
André Fraye
Annotation
au verso sur la toile
André Fraye / 1920 / PORT de / CASSIS
Cachet
au verso
sur la toile et le châssis
Douanes / Paris / exposition
Numéro
au verso sur la toile
craie blanche
n°27","Signature
lower left
André Fraye
Annotation
on verso on canvas
André Fraye / 1920 / PORT de / CASSIS
Stamp
on verso
on canvas and stretcher
Customs / Paris / exhibition
Number
on verso on canvas
white chalk
n°27","Pierre Kayser, La donation Henri Galilée au Musée des Beaux-Arts de Nancy, Mémoire de maîtrise, Nancy, Université de Nancy II, 1990-1993.
n°40",,Cliché Ville de Nancy,Cassis
2019-02-13,,0,W0_227,Room_14,"Nature morte, livres et lilas",Paul Sérusier,1908,0_0304,available,0.76,0.94,4.39,4.5,5.22,5.33,0.79,0.91,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/65-2-91-nature-morte-livres-et-lilas-d704f87e-5d7d-41e1-abbe-f8e1dd1d4611,,65.2.91,1965.2 Legs Galilée,"Signature
en bas à gauche
P. Ser. II 8
Etiquette
au verso sur le châssis
Galerie Druet / 20 Rue Royale /N°4969 / Sérusier P. / Livres et lilas / Toile 54 x 73
Numéro
au verso sur le châssis
PH 2360H
Numéro
au verso sur le châssis
40","Signature
lower left
P. Ser. II 8
Label
on verso on stretcher
Galerie Druet / 20 Rue Royale /N°4969 / Sérusier P. / Livres et lilas / Canvas 54 x 73
Number
on reverse on stretcher
PH 2360H
Number
on reverse on stretcher
40","Pierre Kayser, La donation Henri Galilée au Musée des Beaux-Arts de Nancy, Mémoire de maîtrise, Nancy, Université de Nancy II, 1990-1993.
n°91, p.309-310
Marcel Guicheteau, Paul Sérusier, Paris Side, 1976
n°231, p.246, ill.231, p.247
Denis Rouart, ""Musée des Beaux-Arts de Nancy : La collection Henri Galilée"", La Revue du Louvre et des musées de France, n°6, 1968, p.403-408
p.404",,Cliché Ville de Nancy,
2019-02-13,,0,W0_232,Room_14,Les tulipes,Louis Valtat,Circa 1921,0_0305,available,0.85,0.745,0.37,0.5,0.98,1.11,1.56,1.67,Oil on canvas (isorel),,https://collections-mba.nancy.fr/fr/notice/65-2-100-les-tulipes-84d98df0-4ba1-41d9-8b1e-bd265ce72356,,65.2.100,1965.2 Legs Galilée,"Signature
en bas à droite
(Sous le cadre)
L. Valtat
Etiquette
au verso sur le châssis
Bordeaux / 19 mai-27 août 1997
Numéro
au verso sur le châssis
Crayon gras
1721 /Mr G","Signature
lower right
(Under the frame)
L. Valtat
Label
on reverse on stretcher
Bordeaux / May 19-August 27, 1997
Number
on reverse on stretcher
Grease pencil
1721 /Mr G","Pierre Kayser, La donation Henri Galilée au Musée des Beaux-Arts de Nancy, Mémoire de maîtrise, Nancy, Université de Nancy II, 1990-1993.
n°101, p.354-357",,"Cliché Ville de Nancy © ADAGP, Paris, 2021
",
2019-02-13,,0,W0_227,Room_14,Fleurs,Maurice de Vlaminck,Circa 1924,0_0306,available,0.8,0.655,2.92,03.02,3.48,3.57,1.57,1.65,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/65-2-106-fleurs-4f097a6c-689a-4ed8-a315-97dc3723b8a2,,65.2.106,1965.2 Legs Galilée,"Signature
en bas à droite
Vlaminck
Etiquette
au verso sur le châssis
4729 / Mme (en exposant) GALILEE / illisible
Mention
au verso sur le cadre
GIGUET","Signature
lower right
Vlaminck
Label
on reverse on stretcher
4729 / Mme (en exposant) GALILEE / illegible
Mention
on verso on frame
GIGUET","Clara Gelly-Saldias, ""Natures mortes françaises du musée des Beaux-Arts de Nancy"", dans Péristyles, n°11, 1998
p.38, ill.6, p.38
Pierre Kayser, La donation Henri Galilée au Musée des Beaux-Arts de Nancy, Mémoire de maîtrise, Nancy, Université de Nancy II, 1990-1993.
n°106, p.369-370
Denis Rouart, ""Musée des Beaux-Arts de Nancy : La collection Henri Galilée"", La Revue du Louvre et des musées de France, n°6, 1968, p.403-408
p.405",,"Cliché Gilbert Mangin © ADAGP, Paris, 2021",
2019-02-13,,0,W0_153,Room_9,Paysage,Max Pechstein,1912,0_0334,available,0.71,0.8,0.4,0.51,1.3,1.4,01.09,1.19,Oil on canvas,"Quatre femmes à l'allure sculpturale, aux corps cernés d'un rouge puissant, s'égaient dans un paysage dont les couleurs défient également les codes de la représentation traditionnelle. Membre du groupe ""Die Brücke"" (Le Pont), créé à Dresde en 1905, Max Pe",,https://www.inha.fr/fr/actualites/actualites-de-l-inha/en-2021/d-un-seminaire-a-une-restitution-nus-dans-un-paysage-de-max-pechstein.html,,"1966 Acquisition de l'État pour le Musée national d'art moderne / Centre de création industrielle, Centre Georges Pompidou, 1966 / Dépôt, 1998",,,,,,
2019-02-13,,0,W0_163,Room_9,Paysage de provence,André Derain,1921-1924,0_0337,available,0.905,1.095,2.88,2.97,3.85,3.94,1.1,1.17,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/65-2-22-paysage-de-provence-8e4c1968-fdcb-4342-95dc-f90a0d69fed4,,65.2.22,1965.2 Legs Mme Henri Galilée,"Signature
en bas à droite
Peinture noire. Nom souligné
Derain
Etiquette
au verso sur le châssis
3 étiquettes superposées, arrachées partiellement
Spécialiste emballage et transport d'objets d'art / Paris XV° / exposition de Belfou (?)
Numéro
au verso sur ","Signature
en bas à droite
Peinture noire. Nom souligné
Derain
Etiquette
au verso sur le châssis
3 étiquettes superposées, arrachées partiellement
Spécialiste emballage et transport d'objets d'art / Paris XV° / exposition de Belfou (?)
Numéro
au verso sur ","Isabelle Monod-Fontaine, André Derain : An Outsider in French Art, Copenhague, Statens Museum for Kunst, 2007, Statens Museum for Kunst
n°62, p.153-154, ill., p.148
Emmanuel Bénézit, Dictionnaire critique et documentaire des peintres, sculpteurs, dessinat","Pas de catalogue édité
n°61, p.224, ill., p.225
n°71, p.180
La collection Henri Galilée, Nancy, Musée des Beaux-Arts, 19 février - avril 1961, Musée des Beaux-Arts de Nancy
n°26 ","Cliché Ville de Nancy, Patrice Buren © ADAGP, Paris, 2021",Provence
2019-02-13,,0,W0_188,Room_9,Les bouleaux,Charles Peccatte,First half of the 20th century,0_0347,available,0.57,0.665,0.42,0.48,01.03,1.1,1.26,1.33,Oil on canvas,"Le bouleau est l’un des sujets favoris de l’artiste, qu’il peint en particulier à l’automne, lorsque les couleurs flamboient. Il fréquente les peintres modernes, notamment Paul Signac qu’il rencontre à plusieurs reprises. Comme eux, il peint dans le style impressionniste, puis post-impressionniste. Il est également l’un des membres fondateurs de l’École de Nancy et participe notamment à l’exposition de 1904 à la Galerie Poirel (Nancy), où le mécène Eugène Corbin acquiert trois de ses toiles.",-,https://webmuseo.vosges.fr/ws/webmuseo/app/collection/record/172,,1969 Don Peccatte,,,,,,
2019-02-13,,0,W0_188,Room_9,L'Automne,Charles Peccatte,Before 1903,0_0350,available,1.097,0.65,1.28,1.34,1.84,1.89,01.01,01.07,Oil on canvas,"L'Automne, dit aussi Paysage aux bouleaux",-,https://www.wikidata.fr-fr.nina.az/Charles_Peccatte_(peintre).html,,1976 Achat Corbin,,,,,,
2019-02-13,,0,W0_188,Room_9,Coin de jardin,Jules Antoine Voirin,19th century,0_0353,available,0.69,0.855,3.68,3.78,4.42,4.54,1.21,1.31,Oil on canvas,-,-,-,,1898 Don Voirin,,,,,,
2019-02-13,,0,W0_188,Room_9,Paysage de Diénay,Charles de Meixmoron de Dombasle,Second half of the 19th century,0_0356,available,0.748,0.947,4.88,4.96,5.71,5.8,1.17,1.25,Oil on canvas,"Amoureux de la nature, Charles de Meixmoron de Dombasle peint surtout des paysages. Admis à l'académie de Stanislas en 1887, il en devient le président en 1900.

Il reproduit les rues et places de Nancy mais s’attache essentiellement à la vie rurale, excellant dans la représentation des vues de village, de bois et des champs de la campagne bourguignonne où il réside l’été. Il possède le château de Diénay en Côte-d’Or où il fait venir son ami Émile Friant en 1884.",-,https://fr.wikipedia.org/wiki/Charles_de_Meixmoron_de_Dombasle,,"Achat, 1930",,,,,,Diénay
2019-02-13,,0,W0_161,Room_11,Femme blonde,Amedeo Modigiliani,1918,0_0375,available,0.74,0.635,1.1,1.17,1.61,1.69,1.21,1.28,Oil on canvas,"Le modèle est la femme de Léopold Survage, peintre et graveur et ami de Modigliani. Il réalise ce portrait à Nice au cours de l'été 1918, moins de deux ans avant sa mort.",https://collections-mba.nancy.fr/fr/notice/65-2-76-femme-blonde-portrait-de-madame-survage-6b84d3c0-add5-4446-b4d8-6fd5d9eff87c,,65.2.76,1965.2 Legs Galilée,"Signature
en haut à droite
Modigliani
Etiquette
au recto
(Aujourd'hui disparue, 1997)
La femme blonde ou Mme Survage / 37 / Mme Henri Galilée
Etiquette
au verso sur le châssis
Soprintendenza alla Galleria Nationale d'arte moderna / Mostra Amedeo Modigliani / data : Gennaio - febbraio 1929 / titore : ritratto di donna Survage / Proprietario : Château Liverdun Collection Galilée
Etiquette
au verso sur le châssis
IAT . De Baroche à Modigliani
Etiquette
au verso sur le châssis
Galerie Charpentier / 76 Rue du Faubourg Saint Honoré. Paris / Anjou 57.61.34.82 / Cent tableaux de Modigliani. 1958
Etiquette
au verso sur le cadre
92
Numéro
au verso sur le cadre
Crayon en bas, encre en haut
611
Etiquette
au verso sur le cadre
Fondation Gianadda été 1990. n° 92
Etiquette
au verso sur le cadre
Chenue Exposition Modigliani","Signature
upper right
Modigliani
Label
on front
(No longer extant, 1997)
La femme blonde or Mme Survage / 37 / Mme Henri Galilée
Label
verso on stretcher
Soprintendenza alla Galleria Nationale d'arte moderna / Mostra Amedeo Modigliani / data : Gennaio - febbraio 1929 / titore : ritratto di donna Survage / Proprietario : Château Liverdun Collection Galilée
Label
verso on frame
IAT . From Baroche to Modigliani
Label
on back of stretcher
Galerie Charpentier / 76 Rue du Faubourg Saint Honoré. Paris / Anjou 57.61.34.82 / One hundred paintings by Modigliani. 1958
Label
on verso on frame
92
Number
on reverse of frame
Pencil below, ink above
611
Label
on verso on frame
Fondation Gianadda summer 1990. n° 92
Label
on reverse of frame
Chenue Modigliani Exhibition","A. Ceroni, ""Modigliani"", 1958.
n°106
J. Modigliani, ""Modigliani sans légende"", Paris, 1961.
Denis Rouart, ""Musée des Beaux-Arts de Nancy : La collection Henri Galilée"", La Revue du Louvre et des musées de France, n°6, 1968, p.403-408
n°6
Nancy, Capitale de la Lorraine, Nancy, 1966
J. Lanthermann, ""Modigliani. 1884-1920. Catalogue raisonné, sa vie, son oeuvre complet, son art."" Barcelon, 1970.
n°348
A. Ceroni et Fr. Cachin, ""Tout l'oeuvre peint de Modigliani"", Paris, 1972.
n°277
Alfred Werner, ""Modigliani"" Paris, 1975.
L'Art Moderne dans les Musées de provinces, Paris, (Grand Palais), 1978
Thérèse Castieau-Barrielle, ""Vie et oeuvre de Amédéo Modigliani"", Paris, 1987
Claude Pétry, Le Musée des Beaux-Arts de Nancy, Coédition Musées et monuments de France, Ville de Nancy et Albin Michel, Nancy, 1989
Pierre Cabanne, ""Nancy, le Musée de Galilée"", Muséart, n°5, 1990, p.86-93
n°5
Pierre Kayser, La donation Henri Galilée au Musée des Beaux-Arts de Nancy, Mémoire de maîtrise, Nancy, Université de Nancy II, 1990-1993.
n°75
Salmon Béatrice (dir.), Collection du musée des beaux-arts de Nancy. Regards, Réunion des musées nationaux, 1999
p.210
Blandine Chavanne (dir.), Eclats : Collection du musée des Beaux-arts de Nancy, Somogy, 2005
p.180, ill.",,Cliché G. Mangin,
2019-02-13,,0,W0_203,Room_12,Le pauvre pêcheur,Aristide Maillol,1881,0_0439,available,1.145,1.43,0.63,0.79,1.99,2.1,0.94,01.05,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/d-98-10-3-le-pauvre-pecheur-95297914-bb8c-4bbd-94e7-1070a019249f,,D.98.10.3,D.1998.10 Dépôt Musée d'Orsay 08/07/2016,"Signature et date
en bas à droite
Maillol d'après / P. Puvis de Chavannes / 1881
Numéro
au revers de la toile
en bas à droite
RF 1977-239
Numéro
sur le châssis
en haut à gauche
AM 2705
Numéro
sur le cadre
au dos, en haut à gauche
1425
Cachet
au revers de la toile
à droite, grand cachet imprimé, inscrit
PAUL FOLNET
Etiquette
sur le cadre
au dos, sur le côté gauche, étiquette inscrite à l'encre
Montanari Giuseppe / Varese / Maternità
Etiquette
sur le châssis
sur le montant droit, étiquette de la Biennale de Venise en 1934 avec le numéro 212
Etiquette
sur le châssis
en haut à gauche et en bas au centre, étiquette de la Biennale de Venise de 1934, avec le n° 506
Etiquette
sur le châssis
sur le montant droit, étiquette d'une exposition ""Mostra d'arte italiana"" avec nom du propriétaire ""Giuseppe Mon..."" et n° 550
Etiquette
sur le châssis
en haut à droite, étiquette de l'exposition d'art françaisau Japon en 1961","Signature and date
lower right
Maillol d'après / P. Puvis de Chavannes / 1881
Number
on reverse of canvas
lower right
RF 1977-239
Number
on stretcher
top left
AM 2705
Number
on frame
on back, top left
1425
Stamp
on reverse of canvas
right, large printed stamp, inscribed
PAUL FOLNET
Label
on frame
on back, left side, label inscribed in ink
Montanari Giuseppe / Varese / Maternità
Label
on frame
on the right jamb, label from the 1934 Venice Biennale with the number 212
Label
on stretcher
top left and bottom center, label from the 1934 Venice Biennale, with no. 506
Label
on the frame
on the right jamb, label from an exhibition “Mostra d'arte italiana” with owner's name “Giuseppe Mon...” and no. 550
Label
on stretcher
top right, label from the 1961 exhibition of French art in Japan","Bonnard, Vuillard et les Nabis, Paris, Musée national d'Art Moderne, 8 juin - 2 octobre 1955, Réunion des musées nationaux
p.45-46, cat. 58
Puvis de Chavannes : 1824-1898, Paris, Grand Palais, 26 novembre 1976 - 14 février 1977, Ed. des musées nationaux ; Ottawa, Galerie nationale du Canada, 18 mars 1977 - 1 mai 1977, Ed. des musées nationaux
cat. 138
Isabelle Compin, Geneviève Lacambre, Anne Roquebert, Catalogue sommaire illustré des peintures du musée d'Orsay, RMN, 1990
p.293",,Cliché Claude Philippot,
2019-02-13,,0,W0_2,Room_1,Apparition de la Vierge à San Andrea Corsini l'invitant à accepter l'évêché de Fiesole,Lambert-Sigisbert Adam,1732,0_0558,unavailable,0.9,1.3,,,,,,,Terracotta,"Il s'agit du modèle en terre cuite, préparant un relief en marbre exécuté à la demande du pape Clément XII pour la chapelle de Saint-Jean-de-Latran à Rome. L'oeuvre représente la Vierge offrant la mitre et la crosse à Andrea Corsini (1301 - 1374), prieur du couvent des Carmes à Florence, pour qu'il accepte l'évêché de Fiesole qu'il avait auparavant refusé par humilité. ",https://collections-mba.nancy.fr/fr/notice/1289-apparition-de-la-vierge-a-san-andrea-corsini-l-invitant-a-accepter-le-duche-de-fiesole-a5aad88b-7801-4d96-b672-cbc28aaed692,,1289,1926 Don Mazzoti Biancinelli,"Signature
au centre à gauche
gravée
L. Sigisbert Adam","Signature
center left
engraved
L. Sigisbert Adam","Salmon Béatrice (dir.), Collection du musée des beaux-arts de Nancy. Regards, Réunion des musées nationaux, 1999
p.117 ill. ; p.116",,Cliché Jean-Yves Lacôte,
2019-02-13,,0,W0_13,Room_0,Galerie ouverte sur une terrasse,Philippe Meusnier,1730,0_0562,available,1.93,2.43,0.35,0.52,2.57,2.79,01.06,1.27,Oil on canvas,"Spécialisé dans les représentations architecturales, Meusnier réalise pour Louis XIV plusieurs décors pour ses demeures royales, dont très peu de témoignages sont aujourd'hui conservés. Ces deux compositions monumentales auraient été commandées par le roi, avec une troisième aujourd'hui disparue. Elles ont conservé jusqu'a aujourd'hui leur cadre d'origine de style rocaille. Les personnages seraient de la main d'un autre artiste.",,,,"Envoi de l'Etat, 1801",,,,,,
2019-02-13,,0,W0_93,Room_0,Intérieur de palais,Philippe Meusnier,1730,0_0565,available,1.93,2.43,1.7,1.92,3.94,4.15,01.05,1.25,Oil on canvas,"Spécialisé dans les représentations architecturales, Meusnier réalise pour Louis XIV plusieurs décors pour ses demeures royales, dont très peu de témoignages sont aujourd'hui conservés. Ces deux compositions monumentales auraient été commandées par le roi, avec une troisième aujourd'hui disparue. Elles ont conservé jusqu'a aujourd'hui leur cadre d'origine de style rocaille. Les personnages seraient de la main d'un autre artiste. ",,,,"Envoi de l'Etat, 1801",,,,,,
2019-02-13,,0,W0_54,Room_3,Sans titre,André Cadéré,1969,0_0570,unavailable,1.34,1.7,,,,,,,Lacquered and formica mouldings on isorel,,https://collections-mba.nancy.fr/fr/notice/d-2011-3-1-sans-titre-667c2644-1704-49de-9620-6d8c8be4e394,,D.2011.3.1,D.2011.3 Dépôt Centre National des Arts Plastiques,,,,,Cliché Michel Bourguet,
2019-02-13,,0,W0_49,Room_3,Vues d'architectures 1,Lucien Hervé,Undated,0_0571,available,0.75,0.54,2.1,2.28,2.67,2.85,1.59,1.72,Modern black and white photographic prints,,,,,"Achat, 2012",,,,,,
2019-02-13,,0,W0_49,Room_3,Vues d'architectures 2,Lucien Hervé,Undated,0_0572,available,0.75,0.54,2.92,3.11,3.28,3.47,1.58,1.75,Modern black and white photographic prints,,,,,"Achat, 2012",,,,,,
2019-02-13,,0,W0_49,Room_3,Vues d'architectures 3,Lucien Hervé,Undated,0_0573,available,0.75,0.54,3.54,3.66,3.98,04.08,1.58,1.81,Modern black and white photographic prints,,,,,"Achat, 2012",,,,,,
2019-02-13,,0,W0_49,Room_3,Vues d'architectures 4,Lucien Hervé,Undated,0_0574,available,0.75,0.54,2.92,03.05,3.34,3.47,0.77,0.97,Modern black and white photographic prints,,,,,"Achat, 2012",,,,,,
2019-02-13,,0,W0_49,Room_3,Vues d'architectures 5,Lucien Hervé,Undated,0_0575,available,0.75,0.54,3.54,3.67,3.96,04.08,0.77,0.98,Modern black and white photographic prints,,,,,"Achat, 2012",,,,,,
2019-02-13,,0,W0_51,Room_3,"Assemblage Konshie II, polish village",Franck Stella,1971,0_0577,available,2.84,2.56,01.06,01.06,1.85,1.85,0.68,0.68,Felt and canvas glued on cardboard laminated on wood,,https://collections-mba.nancy.fr/fr/notice/d-2009-1-1-konskie-ii-polish-village-f409878d-044c-4d18-adb4-5d09ef124f07,,D.2009.1.1,D.2006.3 Dépôt FRAC Lorraine,,,,,"Cliché Ville de Nancy, Patrice Buren",
2019-02-13,,0,W0_119,Room_7,Le Grand Char,Frédéric Coché,2010,0_0668,available,1.2,0.8,1.72,1.72,2.52,2.52,1.24,1.24,Oil on paper pasted on wood,-,,,,2010 Achat avec participation de la Galerie La Ferronnerie,,,,,,
2019-02-13,,0,W0_119,Room_7,Anamorphose,Frédéric Coché,2010,0_0670,available,1.2,0.8,0.86,0.86,1.66,1.66,1.24,1.24,Oil on paper pasted on wood,-,https://collections-mba.nancy.fr/fr/notice/2012-6-2-2-anamorphose-a35fc3d3-da52-4f9b-88de-b50881bf9c04,,2012.6.2.(2),2012.6 Achat avec participation Galerie la Ferronnerie,"Titre et signature
au verso en bas à droite
en noir
L'anamorphose 2010 / Fcoché","Title and signature
verso, bottom right
in black
L'anamorphose 2010 / Fcoché",,Avis favorable de la commission scientifique interrégionale des Musées de France du 6 septembre 2012 ,Michel Bourguet,
2019-02-13,,0,W0_126,Room_7,Portrait du docteur Le Masle,Lucian Freud,1946,0_0673,available,0.253,0.152,01.02,1.11,1.26,1.35,1.32,1.42,Oil on plywood,"Mécène des peintres et des musicients, le docteur Le Masle (1902 - 1970) est un ami de Lucian Freud.",https://collections-mba.nancy.fr/fr/notice/d-98-11-18-portrait-du-docteur-le-masle-a52e2cbd-cfd4-4dcc-947a-c9f5d2b202f7,,D.98.11.18,D.1998.11 Dépôt Musée national d'art moderne,"Signature et date
en haut à droite
Lucian Freud/46","Signature and date
top right
Lucian Freud/46","Salmon Béatrice (dir.), Collection du musée des beaux-arts de Nancy. Regards, Réunion des musées nationaux, 1999
p.227, ill. ; p.226
",,"Cliché Musée national d'art moderne-Centre Pompidou Paris, Bertrand Prevost",
2019-02-13,,0,W0_130,Room_7,La blonde,André Derain,1928,0_0675,available,0.375,0.315,0.68,0.79,01.03,1.14,1.29,1.37,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/d-98-11-13-la-blonde-d8170ba5-659c-4a64-b117-e4c4f348f87f,,D.98.11.13,D.1998.11 Dépôt Musée national d'art moderne,,,"Bernard Dorival, L'école de Paris au Musée national d'art moderne, Paris, Aimery-Somogy, 1961
p.290, ill.",,"Cliché Ville de Nancy, Patrice Buren © ADAGP, Paris, 2021",
2019-02-13,,0,W0_138,Room_7,Dante et Virgile,Gérard Garouste,1986,0_0678,available,2.25,2.55,0.76,0.8,1.74,1.89,01.08,1.15,Oil and varnish on canvas,,,,,"Prêt de Paul Charoy, membre de l'association Emmanuel Héré, 2012",,,,,,
2019-02-13,,0,W0_127,Room_7,"DIJ VII - VI 1,2,3",Julije Knifer,1990,0_0680,available,2.2,6,0.53,0.53,6.56,6.56,0.4,0.4,acrylic on canvas,,https://collections-mba.nancy.fr/fr/notice/d-2012-1-1-1-3-dij-vii-vi-1-2-3-b4974513-c61b-45a4-a60b-4aeb3c01f7ca,,D.2012.1.1.(1-3),"D.2012.1 Dépôt Centre National des Arts Plastiques 03/04/2017
",,,,,"Cliché Michel Bourguet © ADAGP, Paris, 2021",
2019-02-13,,0,W0_127,Room_7,Dans un jardin zen,Georges Noël,1984,0_0689,available,2.48,2.7,7.98,7.98,10.68,10.68,0.26,0.26,Mixed media and sand glued on wood,,https://collections-mba.nancy.fr/fr/notice/d-2012-2-1-dans-un-jardin-zen-5e930c34-8813-4c8e-9681-bd84ab299d8a,,D.2012.2.1,D.2012.2 Dépôt FRAC Lorraine 23/04/2015,,,,,"Cliché Michel Bourguet © ADAGP, Paris, 2021",
2019-02-13,,0,W0_221,Room_7,Chambre des enfants,Jean Bazaine,1937,0_0692,available,1.225,0.96,2.76,2.87,3.57,3.7,0.92,01.04,Oil on canvas,,,,,"Dépôt de la Direction des Arts et des Lettres, 1945",,,,,,
2019-02-13,,0,W0_221,Room_7,La femme rousse,Marcel Gromaire,1945,0_0694,available,1,1.185,4.52,4.61,5.54,5.67,01.04,1.14,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/d-2009-2-1-la-femme-rousse-65f13db3-0939-470d-9882-68497dd751eb,,D.2009.2.1,D.2009.2 Dépôt Musée national d'art moderne,"Signature et date
en bas au centre
Gromaire 1945","Signature and date
lower center
Gromaire 1945",,,"Cliché Thomas Clot © ADAGP, Paris, 2021",
2019-02-13,,0,W0_221,Room_7,Les dieux marins,Alfred Manessier,1935,0_0696,available,0.913,1.483,6.26,6.26,7.77,7.77,01.09,01.09,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/d-2009-2-5-les-dieux-marins-746f7971-80b1-438e-8adf-ac1494801eb1,,D.2009.2.5,D.2009.2 Dépôt Musée national d'art moderne,"Signature et date
en bas à gauche
a. manessier/1935","Signature and date
lower left
a. manessier/1935",,,"Cliché Michel Bourguet © ADAGP, Paris, 2021",
2019-02-13,,0,W0_221,Room_7,Composition,Georges Valmier,1926,0_0699,available,0.81,0.6,8.57,8.69,9.21,9.36,01.07,1.15,Oil on canvas,,https://collections-mba.nancy.fr/fr/notice/d-2009-2-8-composition-204c0ff3-e19d-4d68-adcd-72aced58634d,,D.2009.2.8,D.2009.2 Dépôt Musée national d'art moderne,"Signature et date
en bas à droite
G. VALMIER 1926","Signature and date
lower right
G. VALMIER 1926",,,"Cliché Ville de Nancy, Patrice Buren",
